ngram,NEG,NEUT,POS
야금야금,1,0,0
야단스러워지는,1,0,0
부르짖으며,1,0,0
울기도,1,0,0
야물지,1,0,0
야위거나,1,0,0
야위다,1,0,0
야필패,1,0,0
움츠러드는,1,0,0
약빠르고,1,0,0
약점을,1,0,0
잡아,1,0,0
피는,1,0,0
약해진,1,0,0
눈,1,0,0
얄망궂고,1,0,0
얌치없이,1,0,0
태연하다,1,0,0
양기가,1,0,0
허하여,1,0,0
양보하지,1,0,0
양심에,1,0,0
벗어나는,1,0,0
양심을,1,0,0
어그러뜨리다,1,0,0
어그러지다,1,0,0
있게,1,0,0
비뚤어져서,1,0,0
어긋나다,1,0,0
불구하고,1,0,0
어기다,1,0,0
어두침침하게,1,0,0
어두침침하고,1,0,0
어둑하다,1,0,0
험하여,1,0,0
어둡고,1,0,0
침침하다,1,0,0
어둡다,1,0,0
어떤,1,0,0
어렴풋하다,1,0,0
어름어름,1,0,0
어리둥절하여,1,0,0
어리벙,1,0,0
어리벙벙,1,0,0
어리벙벙하게,1,0,0
어리벙벙하다,1,0,0
어리벙벙하여,1,0,0
어리빙빙하다,1,0,0
어리삥삥하다,1,0,0
어물어물,1,0,0
어색스럽다,1,0,0
어설프게,1,0,0
어설프고,1,0,0
어설프다,1,0,0
어설프며,1,0,0
어설픈,1,0,0
어설피,1,0,0
어수룩하고,1,0,0
어수룩한,1,0,0
어수선하거나,1,0,0
다보록하다,1,0,0
들떠,1,0,0
들뜨는,1,0,0
생각함,1,0,0
이야기하다,1,0,0
흩어져,1,0,0
엉성하다,1,0,0
어수선하여,1,0,0
어수선함,1,0,0
어울린,1,0,0
맛과,1,0,0
어이가,1,0,0
어이없을,1,0,0
어이없이,1,0,0
어정쩡히,1,0,0
어중간한,1,0,0
태도,1,0,0
자리,1,0,0
어지러울,1,0,0
어지럼증,1,0,0
어지럽거나,1,0,0
흔들거리는,1,0,0
흔들거리다,1,0,0
흩어지거나,1,0,0
흩어지다,1,0,0
어지럽다,1,0,0
어지럽도록,1,0,0
어지르다,1,0,0
어집럽게,1,0,0
일어나거나,1,0,0
바를,1,0,0
모르다,1,0,0
몰라,1,0,0
몰라서,1,0,0
줄을,1,0,0
어찔어찔하다,1,0,0
어처구니없는,1,0,0
어처구니없다,1,0,0
어처구니없이,1,0,0
억세어,1,0,0
억제하며,1,0,0
억지,1,0,0
억지가,1,0,0
세어서,1,0,0
억지감,1,0,0
나오게,1,0,0
들이밀어,1,0,0
차지하다,1,0,0
참거나,1,0,0
참는,1,0,0
억지를,1,0,0
억지스러운,1,0,0
억지스럽다,1,0,0
얻어맞을,1,0,0
얼굴빛이,1,0,0
누르렀다,1,0,0
얼굴이,1,0,0
꺼칠하고,1,0,0
창백하고,1,0,0
창백하여지고,1,0,0
얼기설기하다,1,0,0
얼떨떨하여,1,0,0
얼떨떨한,1,0,0
얼떨떨해지다,1,0,0
얼떨떨해하다,1,0,0
얼렁뚱땅하는,1,0,0
얼렁뚱땅하여,1,0,0
얼룩덜룩하게,1,0,0
얼버무리다,1,0,0
얼빠져,1,0,0
얼빠진,1,0,0
얼얼하다,1,0,0
얼이,1,0,0
빠지다,1,0,0
빠짐,1,0,0
것이나,1,0,0
얽히거나,1,0,0
엄격하게,1,0,0
엄살을,1,0,0
없어진,1,0,0
엉너리로,1,0,0
엉뚱하고,1,0,0
엉뚱한,1,0,0
욕심을,1,0,0
조잡하다,1,0,0
물건이,1,0,0
엉큼하게,1,0,0
엎어지게,1,0,0
엎어지는,1,0,0
에게,1,0,0
여리다,1,0,0
여물지,1,0,0
여위거나,1,0,0
된다,1,0,0
여위우다,1,0,0
모습을,1,0,0
여유,1,0,0
역경,1,0,0
역전패,1,0,0
역전패하다,1,0,0
연덕,1,0,0
연민,1,0,0
연민스럽다,1,0,0
연민하다,1,0,0
연약하게,1,0,0
연줄이,1,0,0
끊어져,1,0,0
열성병,1,0,0
열심히,1,0,0
열없다,1,0,0
열없이,1,0,0
높고,1,0,0
높아지는,1,0,0
열증,1,0,0
염치,1,0,0
염치가,1,0,0
태연하게,1,0,0
염탐을,1,0,0
엿보거나,1,0,0
영악한,1,0,0
영양,1,0,0
실조,1,0,0
영양실조로,1,0,0
영양이,1,0,0
적고,1,0,0
영영,1,0,0
끊어짐,1,0,0
옆구리가,1,0,0
켕기고,1,0,0
예리하지,1,0,0
예절을,1,0,0
오그라들다,1,0,0
오는,1,0,0
위기적,1,0,0
오답,1,0,0
오도하다,1,0,0
오래되거나,1,0,0
오르지,1,0,0
오스스,1,0,0
오슬오슬하다,1,0,0
오싹,1,0,0
오싹거리다,1,0,0
오싹대다,1,0,0
오싹오싹하다,1,0,0
오싹하다,1,0,0
오염,1,0,0
오용하다,1,0,0
오크,1,0,0
오한과,1,0,0
오한이,1,0,0
난다,1,0,0
오해,1,0,0
오해하다,1,0,0
옥신각신하며,1,0,0
온몸이,1,0,0
노곤하여,1,0,0
온순하지,1,0,0
온통,1,0,0
올곧지,1,0,0
올바르지,1,0,0
완성하지,1,0,0
완전하지,1,0,0
베개라는,1,0,0
베개와,1,0,0
잠자리를,1,0,0
외로이,1,0,0
외롭거나,1,0,0
외롭다,1,0,0
외설스러운,1,0,0
요란스러운,1,0,0
터지는,1,0,0
요란하고,1,0,0
요량,1,0,0
요리조리,1,0,0
빼면서,1,0,0
욕심,1,0,0
욕심껏,1,0,0
탐내어,1,0,0
욕심꾸러기,1,0,0
욕심부리다,1,0,0
욕심스럽다,1,0,0
욕심에,1,0,0
사로잡히다,1,0,0
사로잡힌,1,0,0
드러나는,1,0,0
욕심쟁이,1,0,0
욕지기가,1,0,0
용도대로,1,0,0
쓰이지,1,0,0
우그러져,1,0,0
우그러지게,1,0,0
쭈그러들게,1,0,0
쭈그러듦,1,0,0
우기는,1,0,0
우물거림,1,0,0
우물우물하며,1,0,0
넘기려고,1,0,0
우스꽝스럽다,1,0,0
우스꽝스레,1,0,0
우습게,1,0,0
우습고,1,0,0
우습다,1,0,0
우유부단하다,1,0,0
우직하고,1,0,0
우치,1,0,0
운동,1,0,0
운치가,1,0,0
울렁대다,1,0,0
울보,1,0,0
움직이지,1,0,0
움직일,1,0,0
움질대다,1,0,0
움츠리다,1,0,0
비유적으로,1,0,0
웃음거리로,1,0,0
원대하다,1,0,0
원만하지,1,0,0
원인,1,0,0
불명의,1,0,0
원하는,1,0,0
원하지,1,0,0
위급한,1,0,0
위기,1,0,0
자를,1,0,0
위배하다,1,0,0
위법,1,0,0
위조,1,0,0
위조하거나,1,0,0
위조하다,1,0,0
위조함으로써,1,0,0
위축,1,0,0
위축감,1,0,0
위축되다,1,0,0
위태로운,1,0,0
느껴,1,0,0
매달려,1,0,0
윗사람에게,1,0,0
윗사람을,1,0,0
유감,1,0,0
유감스러운,1,0,0
유감스럽다,1,0,0
유들유들한,1,0,0
유지하지,1,0,0
유치하다,1,0,0
유쾌하지,1,0,0
육중하고,1,0,0
윤기,1,0,0
윤기가,1,0,0
으름장을,1,0,0
놓거나,1,0,0
으스스,1,0,0
으시시,1,0,0
은근히,1,0,0
은혜도,1,0,0
다루면서,1,0,0
데리고,1,0,0
음란하고,1,0,0
음산하고,1,0,0
음식이,1,0,0
변하거나,1,0,0
체하여,1,0,0
음침하다,1,0,0
응석을,1,0,0
응어리진,1,0,0
응하지,1,0,0
의기소침,1,0,0
의기소침하다,1,0,0
의기저상,1,0,0
의기저상하다,1,0,0
의도에서,1,0,0
의도적으로,1,0,0
의사와,1,0,0
관계없이,1,0,0
의심,1,0,0
의심나다,1,0,0
의심되다,1,0,0
의심스럽거나,1,0,0
의심스럽고,1,0,0
이상하게,1,0,0
의심스럽다,1,0,0
의심쩍다,1,0,0
의심하는,1,0,0
의심하다,1,0,0
의아스러운,1,0,0
의아심,1,0,0
의아하다,1,0,0
의존성이,1,0,0
의지가,1,0,0
의지할,1,0,0
곳도,1,0,0
곳이,1,0,0
곳조차,1,0,0
의회,1,0,0
의회하다,1,0,0
이간질하다,1,0,0
이기지,1,0,0
이득이,1,0,0
이랬다저랬다,1,0,0
이러저리,1,0,0
이러지도,1,0,0
저러지도,1,0,0
이루지,1,0,0
이르지,1,0,0
이를,1,0,0
갈다,1,0,0
궁리만,1,0,0
얽혀서,1,0,0
헛디디는,1,0,0
헛디디다,1,0,0
휩쓸리는,1,0,0
이뭐병,1,0,0
이상이,1,0,0
이상이나,1,0,0
이용하는,1,0,0
이이없다,1,0,0
이익이,1,0,0
이치에,1,0,0
닿지,1,0,0
이해의,1,0,0
이해하기,1,0,0
이해하지,1,0,0
이혼을,1,0,0
익살바르다,1,0,0
익숙지,1,0,0
익숙하지,1,0,0
익지,1,0,0
익혀지지,1,0,0
익히지,1,0,0
인색하게,1,0,0
인정하지,1,0,0
일류,1,0,0
일방적으로,1,0,0
일부러,1,0,0
일부를,1,0,0
훼방,1,0,0
일진,1,0,0
일찍,1,0,0
일치하지,1,0,0
일하기를,1,0,0
잃게,1,0,0
잃어버리다,1,0,0
잃었다,1,0,0
잃은,1,0,0
잃을,1,0,0
임신구토,1,0,0
안이,1,0,0
입맛을,1,0,0
입맛이,1,0,0
입속으로,1,0,0
삐쭉이는,1,0,0
삐쭉이다,1,0,0
입이,1,0,0
입힌,1,0,0
잇몸이,1,0,0
잇지,1,0,0
잉여,1,0,0
ㅈㄹ,1,0,0
ㅈㅅ,1,0,0
자격을,1,0,0
자격이,1,0,0
자궁,1,0,0
탈출증,1,0,0
자기중심적,1,0,0
자기하다,1,0,0
놀라는,1,0,0
능글맞게,1,0,0
자린,1,0,0
자빠지다,1,0,0
조르거나,1,0,0
주저주저하거나,1,0,0
주저주저하며,1,0,0
참견하다,1,0,0
처지는,1,0,0
치밀어,1,0,0
토하려고,1,0,0
피하는,1,0,0
헤매다,1,0,0
헷갈리어,1,0,0
자라지,1,0,0
자리자라한,1,0,0
자린한,1,0,0
자릿자릿하다,1,0,0
자빠지거나,1,0,0
자빠지는,1,0,0
자송,1,0,0
자송하다,1,0,0
자신의,1,0,0
이익만을,1,0,0
자연스럽지,1,0,0
자유가,1,0,0
제한되거나,1,0,0
자유를,1,0,0
침해함으로써,1,0,0
자제력을,1,0,0
자주,1,0,0
자증을,1,0,0
자지,1,0,0
자지러지도록,1,0,0
자지러질,1,0,0
자질구레한,1,0,0
것까지,1,0,0
자책,1,0,0
자책하다,1,0,0
자포자기,1,0,0
자포자기하다,1,0,0
자포하다,1,0,0
자해하다,1,0,0
작붕,1,0,0
잔꾀로,1,0,0
잔뜩,1,0,0
잔부끄러움,1,0,0
잔소리,1,0,0
잔소리나,1,0,0
잔소리를,1,0,0
안될까,1,0,0
잘난,1,0,0
체,1,0,0
체하거나,1,0,0
체하고,1,0,0
잘되지,1,0,0
기입함,1,0,0
잘아지고,1,0,0
뜯거나,1,0,0
장난삼아,1,0,0
장난스럽게,1,0,0
장난이,1,0,0
심하고,1,0,0
재난을,1,0,0
재물을,1,0,0
탐하는,1,0,0
재미가,1,0,0
재미없다,1,0,0
재산,1,0,0
재주가,1,0,0
재촉하여,1,0,0
잴뚝대다,1,0,0
저급,1,0,0
저급하다,1,0,0
저릿한,1,0,0
저절로,1,0,0
저품질,1,0,0
저하되다,1,0,0
저하시키다,1,0,0
적당하지,1,0,0
적용하기에,1,0,0
적의,1,0,0
전부,1,0,0
전염병,1,0,0
전혀,1,0,0
절거나,1,0,0
절박하다,1,0,0
절절매다,1,0,0
점점,1,0,0
정기가,1,0,0
정도가,1,0,0
지나쳐서,1,0,0
정도에,1,0,0
넘침,1,0,0
정밀하지,1,0,0
정상을,1,0,0
벗어난,1,0,0
분열병과,1,0,0
정신없다,1,0,0
정신없이,1,0,0
잃는,1,0,0
정신의,1,0,0
정신이,1,0,0
나가거나,1,0,0
나간,1,0,0
아득하고,1,0,0
아찔하여,1,0,0
혼미해지고,1,0,0
흐려서,1,0,0
흐려져,1,0,0
흐려지고,1,0,0
흐려진다,1,0,0
흐리고,1,0,0
흐릿하여,1,0,0
정을,1,0,0
정이,1,0,0
정조를,1,0,0
빼앗겨,1,0,0
지키지,1,0,0
정직하지,1,0,0
정처,1,0,0
정함이,1,0,0
정해지지,1,0,0
제,1,0,0
잊어버리고,1,0,0
제격에,1,0,0
제맛이,1,0,0
나지,1,0,0
제멋대로,1,0,0
날아가다,1,0,0
제정신을,1,0,0
제쳐,1,0,0
놓고,1,0,0
제힘에,1,0,0
떠들썩하게,1,0,0
틀어진,1,0,0
조금만,1,0,0
조금씩,1,0,0
조급하게,1,0,0
조급한,1,0,0
조급해지고,1,0,0
조롱하다,1,0,0
조르는,1,0,0
조마조마하여,1,0,0
조바심,1,0,0
조바심하며,1,0,0
자다,1,0,0
조심성,1,0,0
조심성이,1,0,0
조심스럽지,1,0,0
조여들다,1,0,0
조용히,1,0,0
조잡한,1,0,0
조직의,1,0,0
조직이,1,0,0
존망,1,0,0
존멸,1,0,0
존멸하다,1,0,0
뚝뚝하고,1,0,0
좀도둑,1,0,0
좀이,1,0,0
소견으로,1,0,0
종기가,1,0,0
종알거리거나,1,0,0
종이,1,0,0
좆다,1,0,0
좆심,1,0,0
좌빨,1,0,0
좌좀,1,0,0
다시,1,0,0
죄송히,1,0,0
죄어,1,0,0
죄어들다,1,0,0
죄어서,1,0,0
몰아치다,1,0,0
죄어치다,1,0,0
주견이,1,0,0
주눅,1,0,0
들게,1,0,0
주눅이,1,0,0
주로,1,0,0
주름이,1,0,0
쭈글쭈글,1,0,0
주색에,1,0,0
주의하게,1,0,0
주의하지,1,0,0
주작,1,0,0
주저앉다,1,0,0
주저하는,1,0,0
주저하다,1,0,0
주저하며,1,0,0
주제넘게,1,0,0
주책없다,1,0,0
달랑거리며,1,0,0
주춤,1,0,0
주춤거리다,1,0,0
주춤대다,1,0,0
주춤병,1,0,0
주춤주춤,1,0,0
죽게,1,0,0
죽기로,1,0,0
결심하고,1,0,0
죽기를,1,0,0
바라는,1,0,0
기다린다는,1,0,0
죽는,1,0,0
죽는다는,1,0,0
죽었을,1,0,0
때의,1,0,0
묻음,1,0,0
죽은,1,0,0
피,1,0,0
죽을맛,1,0,0
죽음,1,0,0
죽음에,1,0,0
이르게,1,0,0
줄어들거나,1,0,0
중간에서,1,0,0
중단하다,1,0,0
중독,1,0,0
중심을,1,0,0
중얼거리는,1,0,0
중풍과,1,0,0
지경,1,0,0
지근대다,1,0,0
지긋지긋하고,1,0,0
민감하다,1,0,0
지능이,1,0,0
지독한,1,0,0
지루,1,0,0
지루하고,1,0,0
지루하다,1,0,0
지루한,1,0,0
시합이나,1,0,0
지못미,1,0,0
지방의,1,0,0
지속되지,1,0,0
지위가,1,0,0
지지,1,0,0
있음을,1,0,0
피곤하다,1,0,0
피곤함,1,0,0
지치고,1,0,0
지켜지지,1,0,0
진득하기,1,0,0
진득하지,1,0,0
진물,1,0,0
진물이,1,0,0
괴어,1,0,0
나오면서,1,0,0
나와,1,0,0
진중하지,1,0,0
진지충,1,0,0
진집을,1,0,0
진행되는,1,0,0
질겁,1,0,0
질겁하다,1,0,0
질서가,1,0,0
질식시키거나,1,0,0
질질,1,0,0
끌다,1,0,0
질질거리다,1,0,0
질투,1,0,0
질투로,1,0,0
질투심,1,0,0
질투하다,1,0,0
집도,1,0,0
집이,1,0,0
허술하여서,1,0,0
짓눌러서,1,0,0
짓무르다,1,0,0
짓물러,1,0,0
짓밟는,1,0,0
징그러운,1,0,0
징얼거리다,1,0,0
징얼징얼,1,0,0
징얼징얼하다,1,0,0
징징거리다,1,0,0
징징대다,1,0,0
징징하다,1,0,0
ㅉㅉ,1,0,0
짜그라트리다,1,0,0
짜르르대다,1,0,0
짜이지,1,0,0
짜증나다,1,0,0
짜지다,1,0,0
짝녀,1,0,0
짤뚜룩대다,1,0,0
짧다,1,0,0
짭짭대다,1,0,0
쭈그러들다,1,0,0
작아지다,1,0,0
쭈그렁이,1,0,0
쭈글쭈글한,1,0,0
찌그러트리다,1,0,0
찌꺼기,1,0,0
찌들고,1,0,0
찌푸리는,1,0,0
찐따,1,0,0
찔찔대다,1,0,0
찡찡대다,1,0,0
찡찡이,1,0,0
찢어져,1,0,0
찢어진,1,0,0
곳을,1,0,0
차가운,1,0,0
차마,1,0,0
차분하지,1,0,0
착한,1,0,0
체함을,1,0,0
찬,1,0,0
기운과,1,0,0
찬찬하지,1,0,0
참견하는,1,0,0
참견하여,1,0,0
나서다,1,0,0
참기,1,0,0
참다못한,1,0,0
참다못해,1,0,0
참담하다,1,0,0
참을,1,0,0
수가,1,0,0
참을성이,1,0,0
참지,1,0,0
창렬,1,0,0
창렬스러운,1,0,0
창렬이네,1,0,0
창백한,1,0,0
얼굴을,1,0,0
창조성이,1,0,0
책임,1,0,0
책임을,1,0,0
회피하려고,1,0,0
처참히,1,0,0
천박하다,1,0,0
천박한,1,0,0
천천히,1,0,0
천하의,1,0,0
철없는,1,0,0
아이가,1,0,0
철컹철컹,1,0,0
체한,1,0,0
채로,1,0,0
쳐들어오다,1,0,0
쳐들어옴,1,0,0
초조하다,1,0,0
초조해지고,1,0,0
촌스러운,1,0,0
촌스럽고,1,0,0
촌스럽다,1,0,0
촐랑거리며,1,0,0
촐싹대다,1,0,0
최절,1,0,0
추위,1,0,0
축,1,0,0
처지거나,1,0,0
출혈,1,0,0
출혈이,1,0,0
출혈하기,1,0,0
쉬운,1,0,0
충격으로,1,0,0
받아서,1,0,0
받았을,1,0,0
충격이,1,0,0
커서,1,0,0
충공깽,1,0,0
충동적,1,0,0
충치가,1,0,0
치료가,1,0,0
치매가,1,0,0
오르는,1,0,0
오르다,1,0,0
치우치게,1,0,0
사랑함,1,0,0
치적이,1,0,0
치통,1,0,0
칙칙하다,1,0,0
칙칙한,1,0,0
칙칙함,1,0,0
친하지,1,0,0
친한,1,0,0
체하면서,1,0,0
칠칠하지,1,0,0
침을,1,0,0
뱉듯이,1,0,0
뱉어,1,0,0
침착하지,1,0,0
침체되다,1,0,0
침침한,1,0,0
침해당거나,1,0,0
침해당한,1,0,0
침해당할,1,0,0
캄캄한,1,0,0
방에서,1,0,0
컴컴하다,1,0,0
컹스,1,0,0
코를,1,0,0
골다,1,0,0
코에,1,0,0
코와이네,1,0,0
콜록콜록하는,1,0,0
쿨룩대다,1,0,0
쿨룽대다,1,0,0
크거나,1,0,0
가는,1,0,0
탈,1,0,0
탈영,1,0,0
탈음증,1,0,0
탈이,1,0,0
생겨서,1,0,0
탈진,1,0,0
탈진하다,1,0,0
탐관오리가,1,0,0
탐내거나,1,0,0
탐내는,1,0,0
가지려고,1,0,0
탐묵,1,0,0
탐묵하다,1,0,0
탐욕스러워진다는,1,0,0
탐하다,1,0,0
탐하여,1,0,0
탕진잼,1,0,0
태업,1,0,0
없어지거나,1,0,0
텁텁하게,1,0,0
텁텁하다,1,0,0
텁텁한,1,0,0
토끼다,1,0,0
토라져,1,0,0
토라져서,1,0,0
토라지다,1,0,0
토역질하다,1,0,0
토하고,1,0,0
싶은,1,0,0
토하는,1,0,0
통원하다,1,0,0
통하지,1,0,0
투덜대는,1,0,0
투덜대다,1,0,0
퉁퉁하게,1,0,0
퉁퉁하다,1,0,0
트롤,1,0,0
트집,1,0,0
잡다,1,0,0
잡으며,1,0,0
잡히어,1,0,0
트집이나,1,0,0
특별하지,1,0,0
특이하여,1,0,0
튼튼하지,1,0,0
틀딱,1,0,0
틀딱충,1,0,0
틀리다,1,0,0
틀린,1,0,0
틀어지게,1,0,0
티격태격하는,1,0,0
멸망되다,1,0,0
파괴하다,1,0,0
파오후,1,0,0
쿰척쿰척,1,0,0
파출하다,1,0,0
판단력을,1,0,0
판단하지,1,0,0
팔다리가,1,0,0
팔팔,1,0,0
뛰는,1,0,0
뛰다,1,0,0
팔한,1,0,0
지옥의,1,0,0
패배,1,0,0
패배를,1,0,0
거듭한다는,1,0,0
패하다,1,0,0
펄펄,1,0,0
펴지,1,0,0
펴지지,1,0,0
편애,1,0,0
편애하다,1,0,0
포기,1,0,0
포기하다,1,0,0
포살되다,1,0,0
포학한,1,0,0
폭력으로,1,0,0
폭력을,1,0,0
쓰면서,1,0,0
폭력적,1,0,0
폭행,1,0,0
폭행이나,1,0,0
폭행하다,1,0,0
표리부동한,1,0,0
표정을,1,0,0
푹,1,0,0
풀기가,1,0,0
풀리지,1,0,0
풀어지지,1,0,0
풀이,1,0,0
꺾이거나,1,0,0
피곤을,1,0,0
피곤이나,1,0,0
피난함,1,0,0
피로,1,0,0
피로감,1,0,0
피로를,1,0,0
느끼고,1,0,0
피어나지,1,0,0
피핍하다,1,0,0
피해,1,0,0
필요,1,0,0
필요가,1,0,0
필요하거나,1,0,0
필요한,1,0,0
핏기가,1,0,0
하기가,1,0,0
하나하나,1,0,0
둥,1,0,0
마는,1,0,0
하등으로,1,0,0
깎아내리다,1,0,0
하릴없이,1,0,0
하잘것없다,1,0,0
학대받다,1,0,0
한계,1,0,0
한마디로,1,0,0
쉬며,1,0,0
쉼,1,0,0
한숨짓다,1,0,0
한심하다,1,0,0
한심한,1,0,0
한증,1,0,0
한쪽만을,1,0,0
한쪽으로,1,0,0
기울어지거나,1,0,0
날뛰다,1,0,0
쓰거나,1,0,0
잡아다거,1,0,0
풀다,1,0,0
함정,1,0,0
항거를,1,0,0
항문이,1,0,0
항의하여,1,0,0
해고하다,1,0,0
해롱대다,1,0,0
해어져서,1,0,0
해어지게,1,0,0
찢어지다,1,0,0
해지고,1,0,0
해지어,1,0,0
꾸며,1,0,0
행방불명,1,0,0
행불,1,0,0
행사가,1,0,0
향기로운,1,0,0
허기가,1,0,0
허는,1,0,0
허덕이다,1,0,0
허둥거리며,1,0,0
허둥대어,1,0,0
허둥지둥하다,1,0,0
허락도,1,0,0
허름하고,1,0,0
허리가,1,0,0
허무,1,0,0
허무감,1,0,0
허무에서,1,0,0
허무하다,1,0,0
허무한,1,0,0
허물이,1,0,0
허물이나,1,0,0
허병,1,0,0
허사가,1,0,0
허섭쓰레기,1,0,0
허세를,1,0,0
허약하다,1,0,0
허약하여진,1,0,0
허약한,1,0,0
허약해져서,1,0,0
허약해지다,1,0,0
허풍을,1,0,0
치는,1,0,0
치며,1,0,0
헉헉대다,1,0,0
헌데가,1,0,0
헌데나,1,0,0
헐거나,1,0,0
헐거워서,1,0,0
헐겁고,1,0,0
헐게,1,0,0
헐고,1,0,0
헐떡대다,1,0,0
근거,1,0,0
헐려서,1,0,0
헐어지거나,1,0,0
헐었거나,1,0,0
험하고,1,0,0
험하다,1,0,0
벼랑에서,1,0,0
장난이나,1,0,0
헛갈리다,1,0,0
헛배가,1,0,0
부르다,1,0,0
헛소리,1,0,0
헛소리나,1,0,0
헛소리를,1,0,0
헛헛한,1,0,0
헤어나지,1,0,0
현기증,1,0,0
현기증을,1,0,0
현기증이,1,0,0
현시창,1,0,0
현피,1,0,0
혈압이,1,0,0
떨어지거나,1,0,0
혐오하다,1,0,0
혐짤,1,0,0
협박장을,1,0,0
보내거나,1,0,0
형벌을,1,0,0
가하다,1,0,0
형벌의,1,0,0
형벌하는,1,0,0
권세,1,0,0
형편없는,1,0,0
호갱,1,0,0
호갱님,1,0,0
뒤집어쓰는,1,0,0
호화스럽다,1,0,0
호흡곤란,1,0,0
호흡이,1,0,0
곤란하여지는,1,0,0
혼란스럽게,1,0,0
혼란스럽다,1,0,0
혼미하여지는,1,0,0
혼미한,1,0,0
혼미해지는,1,0,0
홀로,1,0,0
홀린,1,0,0
화풀이,1,0,0
환각,1,0,0
환자의,1,0,0
환처가,1,0,0
활기를,1,0,0
황당한,1,0,0
황소고집,1,0,0
황천길,1,0,0
효력을,1,0,0
가지는,1,0,0
놓기,1,0,0
놓는,1,0,0
훼방하거나,1,0,0
훼방하다,1,0,0
훼손하다,1,0,0
휘우듬하게,1,0,0
휭하니,1,0,0
흉터,1,0,0
흉터가,1,0,0
남는다,1,0,0
흐느껴,1,0,0
흐느적흐느적,1,0,0
흐들감스럽다,1,0,0
흐들갑,1,0,0
흐들갑스럽다,1,0,0
흐들갑스레,1,0,0
흐리다,1,0,0
흐리멍덩하며,1,0,0
흐리멍덩하여,1,0,0
흐림,1,0,0
흐지부지,1,0,0
흐지부지하게,1,0,0
흐지부지하다,1,0,0
흐트러져,1,0,0
흑인,1,0,0
흑흑대다,1,0,0
흘겨보다,1,0,0
흘흘,1,0,0
흠을,1,0,0
잡거나,1,0,0
흠이,1,0,0
흠좀무,1,0,0
흡수되지,1,0,0
흥글거리다,1,0,0
흥글흥글,1,0,0
흥글흥글하다,1,0,0
흥뚱항뚱,1,0,0
흥청,1,0,0
흥청거리다,1,0,0
흥청대다,1,0,0
흥청망청,1,0,0
흥청망청하다,1,0,0
흥청벙청,1,0,0
흥청흥청,1,0,0
흥청흥청하다,1,0,0
희떱게,1,0,0
으스대며,1,0,0
희롱하다,1,0,0
희롱해롱,1,0,0
희롱해롱하다,1,0,0
희롱희롱,1,0,0
희롱희롱하다,1,0,0
희룽거리다,1,0,0
희룽대다,1,0,0
희룽해롱,1,0,0
희룽해롱하다,1,0,0
희룽희룽,1,0,0
희룽희룽하다,1,0,0
희룽히룽,1,0,0
희미하고,1,0,0
희미하다,1,0,0
희박하다,1,0,0
희희거리다,1,0,0
희희대다,1,0,0
희희덕,1,0,0
희희덕희희덕,1,0,0
희희덕희희덕하다,1,0,0
힁하다,1,0,0
히들머들,1,0,0
히들머들하다,1,0,0
히뜰머뜰,1,0,0
히뜰머뜰하다,1,0,0
히스테리,1,0,0
히죽비죽,1,0,0
히죽비죽하다,1,0,0
힐난,1,0,0
힐난조,1,0,0
힐난하다,1,0,0
힘,1,0,0
힘삐치다,1,0,0
다리로,1,0,0
힘없다,1,0,0
힘없은,1,0,0
거꾸러지는,1,0,0
끌려가는,1,0,0
쑥쑥,1,0,0
앉다,1,0,0
처질,1,0,0
들였으나,1,0,0
들이고,1,0,0
힘이,1,0,0
힘이나,1,0,0
위력,1,0,0
ㅗ,1,0,0
ㅜ,1,0,0
ㅜ.ㅜ,1,0,0
ㅜ_ㅜ,1,0,0
ㅜㅜ,1,0,0
ㅜㅡ,1,0,0
ㅠ,1,0,0
ㅠ_ㅠ,1,0,0
ㅠㅠ,1,0,0
ㅡㅡ,1,0,0
긴박하다,1,0,0
무시무시하다,1,0,0
스산하다,1,0,0
소름끼치다,1,0,0
아슬아슬하다,1,0,0
까무러치다,1,0,0
당혹하다,1,0,0
뜨끔하다,1,0,0
뜨악하다,1,0,0
만만찮다,1,0,0
만만치,1,0,0
만만치않다,1,0,0
아뿔싸,1,0,0
움찔하다,1,0,0
그년,1,0,0
그놈,1,0,0
그자식,1,0,0
기집년,1,0,0
미친개,1,0,0
발칙하다,1,0,0
버럭,1,0,0
버럭대다,1,0,0
불유쾌하다,1,0,0
뾰루퉁하다,1,0,0
심통,1,0,0
심통부리다,1,0,0
가련하다,1,0,0
고독하다,1,0,0
고독한,1,0,0
곤욕,1,0,0
난해하다,1,0,0
뼈저리다,1,0,0
쓴웃음,1,0,0
씁쓸하다,1,0,0
아휴,1,0,0
으앙,1,0,0
음울하다,1,0,0
적적하다,1,0,0
청승맞다,1,0,0
청승궂다,1,0,0
청승맞게,1,0,0
흑흑,1,0,0
고리타분하다,1,0,0
신통찮다,1,0,0
심드렁하다,1,0,0
꺼림찍하다,1,0,0
찜찜하다,1,0,0
달갑잖다,1,0,0
못미덥다,1,0,0
콧웃음치다,1,0,0
감질나다,1,0,0
아리송하다,1,0,0
알쏭하다,1,0,0
알쏭달쏭하다,1,0,0
실점,1,0,0
오류,1,0,0
갈등,1,0,0
의혹,1,0,0
내팽개치다,1,0,0
횡령,1,0,0
불안증,1,0,0
﻿가까스로,0,1,0
가라앉다,0,1,0
가라앉지,0,1,0
않은,0,1,0
가르침을,0,1,0
받아,0,1,0
가리지,0,1,0
않고,0,1,0
