,Title,Date,ID,Comment,Comment_date,Channel,Like,Dislike,Comment_like
147,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,그린헤티,그시간에 더 자는게 면역력에 좋음,1개월 전,MBCNEWS,1.8천,80,0
148,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,조필연,???: 아아 당직사령이 전파한다 점호집합 10분전,1개월 전,MBCNEWS,1.8천,80,0
149,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,GOLDME Kr-,모두 화이팅 합시다!!!!^^,1개월 전,MBCNEWS,1.8천,80,0
150,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,셈우,에휴...이명박 때랑 똑같음...주식 시장이 올라가니까...또다시 자기 계발의 시대ㅋㅋㅋㅋㅋㅋㅋ 몇년 있으면 또...잠시 멈추는 것도 괜찮아 하겠지ㅋㅋㅋㅋㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,6
151,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,메씨댕,일찍 일어나는 새가 벌레를 잡는다란 말이 괜히 있는게 아니다. 출근하기 전에 헬장가서 조지고 출근하며 을마나 개운하던지 ㄷㄷ,1개월 전,MBCNEWS,1.8천,80,0
152,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,제발적당히좀하세요,"단지 계기, 구실이 필요했던게 아닐까 ㅋㅋㅋㅋ",1개월 전,MBCNEWS,1.8천,80,0
153,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,썬보더,언제일어나는게 중요한게 아니라 몇시간 잤냐가 중요하지,1개월 전,MBCNEWS,1.8천,80,0
154,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Bartender Bob,폰열광ㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
155,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,울산공부의신,"오늘 아침에도 4시54분에 눈을 뜨고 일어나서 말씀 들었습니다. 신앙 버리고싶은 때도 있었지만 신앙만 포기하지 않았습니다. 기적입니다. 피곤해서 게을러져서 조금만 더 누워서 눈을 감고 싶지만, 육신 죽고나서는 더 이상 살 수 없는 귀한 지구세상 인간일 때 잠을 한두시간 줄이기로 결심하며 의전원 제적되고 서른네살에 서울대의대 준비하며 기도합니다. 감사합니다",1개월 전,MBCNEWS,1.8천,80,3
156,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,국산하마,아침에 일찍일어나서 운동하고 일찍자는거나 저녁에 운동하고 늦게자는거나 자기가 살아온 패턴대로하면 똑같음,1개월 전,MBCNEWS,1.8천,80,0
157,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,고백,퇴근하고 자격증 공부하고 잘때가 새벽1~2시인데 새벽에 일어나서 운동까지한다...? 일주일하고 바로 몸져누웠네요잠이 없거나 일찍자는 사람만 하세요 ㄹㅇ...그냥 일반 직장인은 죽어요,1개월 전,MBCNEWS,1.8천,80,0
158,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,성재훈,대단해,1개월 전,MBCNEWS,1.8천,80,0
159,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,정리,군대 '2년의 미라클',1개월 전,MBCNEWS,1.8천,80,0
160,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,steve youn,저녁이 없기때문에..아침에서 자기시간을 찾으려고해요.,1개월 전,MBCNEWS,1.8천,80,0
161,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,bbang_E J,아침에 출근하려고 평소 기상시간이 5시35분인데 미라클모닝을위해 1시간일찍일어나면 생각만해도 끔찍하다..인생이여,1개월 전,MBCNEWS,1.8천,80,0
162,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,윰니,10시에 자려고 2달간 노력했지만....2시간 동안 잠을 못 자는 나를 발견함....결국 시간만 버림ㅜ,1개월 전,MBCNEWS,1.8천,80,0
163,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,즐거운혜화관용tv,아침형 인간이고 뭐고 다 미디어 매체에서 누가 뭐 한다 싶으면 유행 쫓아 하는게 웃김.,1개월 전,MBCNEWS,1.8천,80,0
164,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,오용택,자기 몸의 리듬에 맞게끔 자고 먹고 일하고 쉬고 여가생활 합시다.,1개월 전,MBCNEWS,1.8천,80,0
165,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,kop kop,결국 일찍 자서 하는건 똑같더라고...,1개월 전,MBCNEWS,1.8천,80,0
166,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,few years gold,언제는 아침에 조깅하면 밤에 내려앉은 대기 때문에 공기가 안 좋아서 안 좋다고 하더니만...,1개월 전,MBCNEWS,1.8천,80,0
167,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,쿰척쿰척,내일 일어날 수 있을까 내일이 무섭다,1개월 전,MBCNEWS,1.8천,80,0
168,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Continuity,"아침형 인간과 저녁형 인간 사이에는 정말 아무런 차이도 존재하지 않습니다 제가 알기로, 둘 사이의 유일한 차이점이라면, 아침형 인간이 다른 사람들보다 훨씬 우쭐거린다는 것뿐입니다[신경과학자 Russell Foster]",1개월 전(수정됨),MBCNEWS,1.8천,80,0
169,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,choi jong sung,일찍일어나는 새가 피곤하댔어,1개월 전,MBCNEWS,1.8천,80,0
170,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,이름,그냥 모든사람들이 아침형인간이 아니라 밤형 인간이면절대 지각안할자신 있음,1개월 전,MBCNEWS,1.8천,80,0
171,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Aileen B,자신의 신체적 리듬과 직업에 맞는 생활 리듬이 중요합니다~ 한때 성공하려면 아침형 인간이 되어야 한다는 강박에 사로잡힌적이 있었죠..,1개월 전(수정됨),MBCNEWS,1.8천,80,0
172,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,우리동네음악이장,기적의 아침 20대인데 처음듣는데요..,1개월 전,MBCNEWS,1.8천,80,0
173,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,이런방귀인줄알았는데똥이라,아침형 인간의 특징은 다른 사람보다 으스대는데 있다는 인터넷 글 떠오르네. 활동시간이 같으면 비슷비슷할텐데. 뭔가 바이럴 같은 느낌도 들고.,1개월 전,MBCNEWS,1.8천,80,0
174,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,H.S Lee,주접떨지말고 운동하고 먹는것만 건강하게 바꿔도 행복하다. 공부는 일과 원래 양립할수가 없지만 바꿔보려면 일단 건강한 습관부터 갖는게 먼저다,1개월 전,MBCNEWS,1.8천,80,0
175,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,종원,이미 미라클모닝 ㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
176,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,kim breed,1:15  ㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
177,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Vincent Ryu,"어릴때부터 이것저것 하고싶은게 많아서 밤에 4-5시간 낮에 30분정도 자면서 생활하니 능력은 좋아졌는데 군대 전역후 공황장애, 부정맥 다 생겼습니다. 현재까지 스트레스성 질환은 다달고삽니다. 누군가에게는 그냥 만족하면서 편히사는것도 행복의 길 중 하나입니다. 노력만이 능사는 아닙니다. 중요한건 방향성이에요. 행복의 길로 꾸준히 가고있느냐...너무 자신을 혹사시키지마세요ㅠ 건강이 제일입니다.",1개월 전,MBCNEWS,1.8천,80,0
178,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,W124올드카,6시반에 출근하러 집나서는데... 불가능한 아침이네...,1개월 전,MBCNEWS,1.8천,80,0
179,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Kang Dowon,10년전엔 아침형인가..이었는데 이젠 미라클 10년뒤엔 뭐라하려나..,1개월 전,MBCNEWS,1.8천,80,0
180,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Over 1,과거 썸머타임제라고 해서 1시간 일찍 시간을 당긴적이 있었지. 이거와는 다른거지만.실제로는 바이오리듬이 깨져서 오히려 역효과가 나서 폐지되었음.사람마다 바이오리듬이라는게 있어서무조건 일찍 일어나는게 좋은건 아님.,1개월 전(수정됨),MBCNEWS,1.8천,80,2
181,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,예로니모,아침형인가 ㅎㅎ도 한때 인기였지 ㅎ,1개월 전,MBCNEWS,1.8천,80,0
182,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,심해바다BS,피곤해 죽겠는데 기적의 아침? 미라클 모닝?,2주 전,MBCNEWS,1.8천,80,0
183,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,sueyoung park,가족중 아침형으로 사는사람있는데 저녁먹고 바로 잠을자서 대화시간도 없다는거...,1개월 전,MBCNEWS,1.8천,80,0
184,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,햄휴먼,취지는 좋으나 sns가 끼는순간 허세로 변질되지'내가 이렇게 부지런하게 산다',1개월 전,MBCNEWS,1.8천,80,1
185,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,리치,아침에 출장가야됨ㅠ,4주 전,MBCNEWS,1.8천,80,0
186,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,소주는진노,새벽 4시반에 인나서 출근만 두시간이다ㅡㅅㅡ기적의 아침이지,1개월 전,MBCNEWS,1.8천,80,0
187,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,이민호,아침에 운동하고 좋네요,1개월 전,MBCNEWS,1.8천,80,1
188,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,min cheol yang,토요일 아침에 마시는  캔맥주가 그렇게  시원합니다 저녘에 마시는거랑은 다른맛 입니다 여러분들은 어떻신지?,1개월 전,MBCNEWS,1.8천,80,0
189,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,수익나면다기부할거야구독해줘,"우리의 꿈은 늦잠 아니었나요?? ㅋㅋ 늦잠 자고 학교, 회사 안 가는 게 꿈 아닌가요?ㅋㅋㅋ 돈 없는 아침형 인간 vs 돈 많은 늦잠형 인간 뭘 선택 하실래요?",1개월 전,MBCNEWS,1.8천,80,0
190,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,kent Kim,저러고 회사가서 잠들지. 미라클 모닝 첼린지 ㅋㅋㅋㅋㅋ,1개월 전(수정됨),MBCNEWS,1.8천,80,1
191,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,김땡떙,미라클 작심삼일 챌린지......,1개월 전,MBCNEWS,1.8천,80,0
192,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,이영균,아침 저녁 떠나서 확실한 수면 사이클을 갖는게 제일 중요하죠,1개월 전,MBCNEWS,1.8천,80,0
193,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,핍보이,"ㅈ소라 5시에 일어나야 출퇴근되는데미라클 뭐시기 하려면 3,4시에 일어나야겠네ㅋㅋ시팔",1개월 전,MBCNEWS,1.8천,80,0
194,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Vincent,유행은 정말 돌고도는구나 ㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
195,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,코코아멜론,아침형 인간 재탕이네 이것도 유행처럼 돌고 도는건가,1개월 전,MBCNEWS,1.8천,80,0
196,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,은하,윗집이 새벽에 심하게 쿵쿵거리던데 이거 때문은 아니겠지...?ㅠ,1개월 전,MBCNEWS,1.8천,80,0
197,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,BB8,난 아침잠이 많아서 질질시간끌면서 자다가 어쩔수 없이 마지막순간에 일어나는게  나의 모닝 첼린지~,1개월 전,MBCNEWS,1.8천,80,0
198,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,SHIRAUM,늦게자고 늦게 일어나서 샤워로 몸뚱이 깨우고 우유탁 마시고 출근하면 개꾸르,1개월 전,MBCNEWS,1.8천,80,0
199,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,구원자,아침형이든 저녁형이든 그냥 규칙적으로만 살면 된다고 배웠습니다.,1개월 전,MBCNEWS,1.8천,80,0
200,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,벚꽃노을,저거 하면 오후 1-3시쯤 피로감이 2배임.. 그래서 차라리 1시간 좀 더 자고 7시에 일어나려함,1개월 전,MBCNEWS,1.8천,80,0
201,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,0 0,ㅋㅋㅋㅋㅋ뭔 미라클,1개월 전,MBCNEWS,1.8천,80,0
202,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,재범박,근데 아침에 일어나면 확실히 하루시간이 좀더 길게 느껴지긴 함 더 많은 일을 할 수 있음,1개월 전,MBCNEWS,1.8천,80,0
203,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,후스발,새벽형 인간은 창의적이다.,1개월 전,MBCNEWS,1.8천,80,0
204,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,김지성,"ㅋㅋㅋㅋ 저거 책 딱 나왔을 때 봤는데, 중학생 때였구나",1개월 전,MBCNEWS,1.8천,80,0
205,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,parmenides Kim,하긴 저 시간에 방송 진행하는 것 자체가 미라클 모닝.,1개월 전,MBCNEWS,1.8천,80,0
206,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,엄준식,전문가는 도대체 누구냐ㅋㅋㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
207,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,- Mando,기적의 특강,1개월 전,MBCNEWS,1.8천,80,0
208,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,무제무제,아침형 인간이 다시 유행하나? 몇달 못가서 다들 지쳐 쓰러지던데 ㅋㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
209,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,냐냥,저거 따라하다 몸 다망침 난 잠을 많이 자야하는 체질인데  구걸 모르고 책 따라하다 탈남. 수영나가고 명상했는데 뭔가 하루종일 쳐지고 지치는거 적응이 안되서 그런가싶다가도 한 달 지속하고 안되겠다 싶어서 잠 많이 잤는데 그게 더 내 삶이 행복하고 만족도가 높았음 사람마다 다른듯,1개월 전,MBCNEWS,1.8천,80,1
210,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,M14 SNIPER RIFLE,9시자고 새벽4시일어나서 운동하면 뀰,1개월 전,MBCNEWS,1.8천,80,0
211,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,달과자,일찍자고 새벽5시 기상 추천함 ㅡ 아침의 여유는 하루가 달라짐,1개월 전,MBCNEWS,1.8천,80,0
212,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,ghostkdh,애기태어나면 ㅋㅋㅋ 기적의 아침은 힘들듯합니다,1개월 전,MBCNEWS,1.8천,80,0
213,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,JiSoo Park,주말은 인정평소에는 출근해야지 ㅠㅠ,1개월 전,MBCNEWS,1.8천,80,0
214,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,아지매의소소한일상_Sophia mom's V-log,내주변에 인스타에 미라클모닝태그하는애들은 다 다단계든데?;;,1개월 전,MBCNEWS,1.8천,80,0
215,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Carlos P,이젠 2030 잠도 자지말고 노예공부 하란 의미,1개월 전,MBCNEWS,1.8천,80,0
216,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,I Feel that,여유가 되어야지 가능하지 ㅅㅂㅋㅋㅋㅋㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
217,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,ᅵᅵ,미라클 모닝 나만하고 앞서 가는건줄 알았는데 아니구만,1개월 전,MBCNEWS,1.8천,80,0
218,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,허쌤 미술 GENE ART,아침엔 해장술,1개월 전,MBCNEWS,1.8천,80,0
219,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,밍무,마지막멘트 웃기다ㅋㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
220,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,전요셉,안하는 것 보다 좋다! 화이팅~,1개월 전,MBCNEWS,1.8천,80,1
221,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,지나가던,그리고 회사에서 졸기 시작하겠지...수면부족으로....,1개월 전,MBCNEWS,1.8천,80,0
222,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,크로스TV,일찍 일어나는 새가 벌레를 먼저 잡으면 일찍 일어나는 벌레는잡아먹히려고 일찍 일어나냐,1개월 전,MBCNEWS,1.8천,80,2
223,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,양지욱,나는 맨날 새벽 5시 일어나서 일하러 간다 중장비기사라 어쩔 수 없네요,1개월 전,MBCNEWS,1.8천,80,0
224,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,윤규상,그냥 잠 충분히 자고 하루 3끼 탄단지 잘 챙겨먹고 런닝 즐기면 그나마 건강관리 잘 하는거임,1개월 전,MBCNEWS,1.8천,80,0
225,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,디오게네스,나도 아침에 일찍 일어나는 편임 시계보고 안심하고 한두시간 더 자는 2차수면이 그렇게 달아서 그거 하려고 일찍일어남,1개월 전,MBCNEWS,1.8천,80,0
226,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,오이,대단한 사람들이네. 나는 일찍 일어나면 하루종일 피곤하고 졸리고 그러던데 ㅋㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,1
227,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,감사합니다,삶은 자신의 자기계발정도에 따라 달라지긴해요.,1개월 전,MBCNEWS,1.8천,80,0
228,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,하트,아침의 상쾌함~아주 좋아요~!!,1개월 전(수정됨),MBCNEWS,1.8천,80,0
229,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,연정모,주식얘기인줄,1개월 전,MBCNEWS,1.8천,80,0
230,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,억으악,ㄹㅇ 겁나일찍일어나서 게임숙제싹하고 일하고 집오면 뻗고 그렇게 사는게 낫긴하드라,1개월 전,MBCNEWS,1.8천,80,0
231,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,pow boomboom,"거창한말 필요없이 평범한 학창시절처럼, 평범한 직장인처럼 매일 1시안에 자고 8시안에만 일어나도 충분하다고 생각하는데.... 하지만 다들 알것입니다 대학생때를 포함한 20대 초중반에는 저게 그 무엇보다힘든 이유가 새벽에 할게 넘치거든요 ㅋㅋㅋ",1개월 전,MBCNEWS,1.8천,80,0
232,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,이이하나,새해 신학기라서 새해결심이랑 같은거지저것도 작심삼일 많을듯ㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
233,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,댕댕댕댕댕댕,취업을 미라클,1개월 전,MBCNEWS,1.8천,80,0
234,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,대한민국,세븐일레븐 수면패턴이 가장 좋은거같아요 7 / 11,1개월 전,MBCNEWS,1.8천,80,1
235,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,김지훈,아침형 인간X미라클 모닝X모닝똥OK!,1개월 전(수정됨),MBCNEWS,1.8천,80,0
236,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,k dh,군인이라서 걍 6시 강제기상임 ㅋㅋㅋ근데 야근까지해서 맨날 피곤함 ㅠㅠ,1개월 전,MBCNEWS,1.8천,80,0
237,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,안동한우,5시 30분까지 출근인데 새벽 3시30분에 일어나야데?  ㅜㅜ,1개월 전,MBCNEWS,1.8천,80,0
238,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,hj k,저거 한달못감 ㄹㅇㅋㅋ,1개월 전,MBCNEWS,1.8천,80,1
239,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,자유한량,저런게 인기구나 난 8시 30분까지는 자야되는데 ..,1개월 전,MBCNEWS,1.8천,80,0
240,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,디자인씽킹코리아Design Thinking Korea,3년동안 매일 새벽 4시반에 기상해서 긍정확언을 쓰고 공유하고 있습니다.  매일 새벽 함께 달릴 러닝 메이트도 있으면 좋겠습니다.^^,1개월 전,MBCNEWS,1.8천,80,0
241,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,전군,ㅋㅋㅋㅋㅋㅋ 아침형인가 ㅋㅋㅋㅋㅋㅋㅋ그냥 자기한테 맞는 패턴으로 사는게 제일 좋음!만들어지는 유행을 따라가려 노력하지마~저들이 저러니 저렇게 살자고 맞추지도 말고..유행은 따라가는것도 인생 낭비야~그리고 연애인이라 가능한것도 있음..,1개월 전,MBCNEWS,1.8천,80,0
242,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,S Cessna172,01:03 ...나만쓰?,1개월 전,MBCNEWS,1.8천,80,0
243,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,Sulpen yeong-won,뉴스시간이 엄청 이르네요 ㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
244,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,우콩,그냥 존나 졸림 ㅋㅋㅋㅋㅋㅋ,1개월 전,MBCNEWS,1.8천,80,0
245,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,김쏭,언제부터 저런게 인기였지,1개월 전,MBCNEWS,1.8천,80,1
246,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,ᄋᄋᄉ,"전체 상의탈의! 2열 종대로 헤쳐모여, 우향 우, 앞으로 뛰어! 갓!",1개월 전,MBCNEWS,1.8천,80,0
247,[뉴스터치] 2030세대 열광하는 '기적의 아침' (2021.03.02/뉴스투데이/MBC),2021. 3. 1.,김광훈,일찍 일어나는 새는 더 일찍 일어나는 새한테 잡아먹힘,1개월 전,MBCNEWS,1.8천,80,0
